probeID,gene,chromosome,position,beta_delta,p_value,FDR,comparison
cg00110223,SNRK,3,43343042,-0.023340820677635137,1.8040458347252505e-4,0.024907650042650498,A1_asthma_vs_nonasthmatic
cg05653622,NA,1,106979581,-0.0609500620983861,1.8048594919599595e-4,0.024910923809234674,A1_asthma_vs_nonasthmatic
cg10689103,EPB41L2,6,130887439,-0.07025930230218407,1.805868804523269e-4,0.024917189406366027,A1_asthma_vs_nonasthmatic
cg00911593,NA,5,135902597,-0.03329266699144505,1.8060084474291578e-4,0.024917189406366027,A1_asthma_vs_nonasthmatic
cg02962422,USP34,2,61224103,-0.02454223914012843,1.8064401664110474e-4,0.024917189406366027,A1_asthma_vs_nonasthmatic
cg12701865,LOC101929512,2,161252064,-0.06937423250376165,1.8072966825035395e-4,0.024920421486460814,A1_asthma_vs_nonasthmatic
cg16480634,ACTR2,2,65496336,-0.05314399729716241,1.8073226206647412e-4,0.024920421486460814,A1_asthma_vs_nonasthmatic
cg11488708,NA,12,75560524,-0.03084357767188422,1.807566283213328e-4,0.024920421486460814,A1_asthma_vs_nonasthmatic
cg16338011,NA,3,137582885,-0.017815168573218243,1.8080988920522186e-4,0.024922766110321886,A1_asthma_vs_nonasthmatic
cg07022614,NA,9,21412608,-0.014879165620545955,1.8084867716064868e-4,0.024922766110321886,A1_asthma_vs_nonasthmatic
cg19842546,LOC340113,5,32948897,-0.036140289297480824,1.8086015686803774e-4,0.024922766110321886,A1_asthma_vs_nonasthmatic
cg15849288,NT5C3,7,33043874,-0.01971555724121612,1.810107389209104e-4,0.024939539550379877,A1_asthma_vs_nonasthmatic
cg00370173,NA,2,176653393,-0.03166326255045499,1.8112322629111851e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg06332964,TBC1D22A,22,46857950,-0.010913289000793705,1.81196716946591e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg10818160,DMRTB1,1,53458716,-0.01806706473495298,1.8121482112925293e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg06850099,LAMC1,1,183070351,-0.036241175835574284,1.8122426381549024e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg00196466,NA,8,90846165,-0.040940356933534386,1.812272947911757e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg03344955,MCCC1,3,183099838,0.0150490010624778,1.8122975168167e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg00449934,SYCP1,1,114976244,-0.04737423045344274,1.8127009199321665e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg11806762,BDNF,11,27711411,-0.0522813801675425,1.8129374835966543e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg00190393,NA,8,74376182,-0.057700691131724186,1.8130455567573668e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg20957793,NA,7,53209157,-0.024527898930980282,1.8131742462854824e-4,0.02494202724094384,A1_asthma_vs_nonasthmatic
cg07644987,NA,3,115213834,-0.0471033697975657,1.8140085513926516e-4,0.02494953235242818,A1_asthma_vs_nonasthmatic
cg09688422,AASDHPPT,11,106089097,-0.017824063535898448,1.8151494188994364e-4,0.024961250805868647,A1_asthma_vs_nonasthmatic
cg19769844,NA,14,61253002,0.020004824299262584,1.8159776195496308e-4,0.024965416509890884,A1_asthma_vs_nonasthmatic
cg14243426,NA,2,180154261,-0.016760703334635182,1.8160301449417936e-4,0.024965416509890884,A1_asthma_vs_nonasthmatic
cg05790041,NA,3,148078082,-0.052810129154690445,1.8166612771803993e-4,0.024969060131759955,A1_asthma_vs_nonasthmatic
cg16128303,VNN2,6,132760152,-0.03457999779670463,1.8168730745112734e-4,0.024969060131759955,A1_asthma_vs_nonasthmatic
cg22185847,TYW1,7,66654771,-0.0643775338964285,1.8180906772119284e-4,0.024976472567858173,A1_asthma_vs_nonasthmatic
cg06066596,LOC80154,15,83166174,-0.02306687885071261,1.818232006821216e-4,0.024976472567858173,A1_asthma_vs_nonasthmatic
cg13893799,NA,9,81011730,0.07713513455854397,1.8189544005568883e-4,0.024981771823745013,A1_asthma_vs_nonasthmatic
cg16112198,NA,4,103923056,-0.06474798705464545,1.819556650052037e-4,0.024984102973514697,A1_asthma_vs_nonasthmatic
cg09310194,ANK3,10,60644723,-0.0671256137122065,1.819702368510418e-4,0.024984102973514697,A1_asthma_vs_nonasthmatic
cg22006288,SPEF2,5,35773529,-0.01814111238991415,1.8206159241644998e-4,0.024992675013480552,A1_asthma_vs_nonasthmatic
cg26171490,ZBTB20,3,115146105,0.02422586061189111,1.8209495081971462e-4,0.024993283980425354,A1_asthma_vs_nonasthmatic
cg10358527,NA,1,42343582,-0.015542989537401766,1.8217358591563835e-4,0.025000106180112867,A1_asthma_vs_nonasthmatic
cg21252250,ZNF503,10,75398406,-0.021060399389153082,1.8228282928687675e-4,0.025009659537032776,A1_asthma_vs_nonasthmatic
cg12408814,NA,5,26601830,-0.04994050726796552,1.8230108293884576e-4,0.025009659537032776,A1_asthma_vs_nonasthmatic
cg12941588,LOC100130964,8,39575567,-0.07018484999902509,1.8237300498682895e-4,0.02501209707918846,A1_asthma_vs_nonasthmatic
cg06138941,NA,3,78322459,-0.07402329706967146,1.8238117219371075e-4,0.02501209707918846,A1_asthma_vs_nonasthmatic
cg00714115,NA,19,52451209,0.045498185884168416,1.8255475044550584e-4,0.025023554827582103,A1_asthma_vs_nonasthmatic
cg16335496,NA,10,113222506,-0.010179064359107273,1.8280261178715192e-4,0.025040348121335963,A1_asthma_vs_nonasthmatic
cg01522161,NA,3,109642015,-0.036576917796649094,1.8280320628985251e-4,0.025040348121335963,A1_asthma_vs_nonasthmatic
cg16053070,NA,7,116422512,-0.05953544759557801,1.8283329041794683e-4,0.025040348121335963,A1_asthma_vs_nonasthmatic
cg10144272,LINC00376,13,63227060,-0.060286657402277316,1.828435236458747e-4,0.025040348121335963,A1_asthma_vs_nonasthmatic
cg24246077,NA,4,13969138,-0.01525938006102252,1.8289941378636686e-4,0.025044033310460546,A1_asthma_vs_nonasthmatic
cg07381968,SLC9A7,23,46669777,-0.047561088022838156,1.8293995160326655e-4,0.025045615503464194,A1_asthma_vs_nonasthmatic
cg15218589,NA,1,238652467,-0.056631440365901925,1.829718957178049e-4,0.02504602085036156,A1_asthma_vs_nonasthmatic
cg01345234,LOC146481,16,34716002,-0.027749732440962814,1.8311585255683746e-4,0.025056535797693305,A1_asthma_vs_nonasthmatic
cg06125295,TUSC3,8,15622160,-0.038516102918822716,1.8315060323522106e-4,0.025056535797693305,A1_asthma_vs_nonasthmatic
cg13244645,NA,20,16580177,-0.0548136867851117,1.8323019186863696e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg23159323,NA,4,106596545,0.04233273324557458,1.832699822552839e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg09272879,RCHY1,4,75511053,-0.06091701824898295,1.8337288387960905e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg09677007,AGAP1,2,235740272,0.010981156282506782,1.8339127520661575e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg09629903,NA,6,155873327,-0.016320515206933055,1.83401007766475e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg09201467,CRCP,7,66148864,-0.021188245397965672,1.834371293938584e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg12271668,NA,7,85766246,-0.02428840701410376,1.834452843073043e-4,0.02505921740827152,A1_asthma_vs_nonasthmatic
cg23150468,NA,3,143952627,-0.014304757131156821,1.836635202387134e-4,0.02508244209991125,A1_asthma_vs_nonasthmatic
cg06176305,NA,2,219977346,-0.02138549044363972,1.836795740684839e-4,0.02508244209991125,A1_asthma_vs_nonasthmatic
cg26000807,MYO3B,2,170435981,-0.012494862935108434,1.8370237649202722e-4,0.02508244209991125,A1_asthma_vs_nonasthmatic
cg13719771,NDUFA9,12,4653040,-0.01808243130759122,1.837951756998889e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg23450687,NA,3,107363922,-0.06412974670307937,1.8385991623590643e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg13627467,SH3GL2,9,17796830,-0.020125445456529927,1.8387455995413942e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg13138436,DUSP10,1,221707734,-0.06258062937896908,1.8389752112157867e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg02518129,CYYR1,21,26573763,-0.054345346760180144,1.8390973588415348e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg12283724,NA,6,19802205,-0.06102813729838211,1.8397165325810427e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg09150140,NELL1,11,20693928,0.04988382814715326,1.839784441517281e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg24298542,NRXN3,14,78613741,-0.035007862633999284,1.8404420985128562e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg01549936,MECOM,3,169310255,-0.07489980701631675,1.8410084898160206e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg21653233,SNCA-AS1,4,90760556,-0.05968681280440323,1.841096995554652e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg00219585,DCP1B,12,2005059,-0.016117869615957004,0.00018412106651469141,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg14603247,NA,21,24143213,-0.05587563395245345,1.841698207875008e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg15819366,TOX,8,58864484,-0.01951277378970253,1.8418541265901382e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg14495753,ANAPC13,3,134478250,-0.04488619234077154,1.8420657480622418e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg11359293,NA,2,238790309,-0.01724573000027657,1.84238072174264e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg22427727,CEP112,17,66071333,-0.014276425281353467,1.842547688512172e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg01716527,NA,3,170354981,-0.024101846597351873,1.8425860229063978e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg25220537,NA,15,81005727,-0.04388952468617182,1.8432240330773476e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg17784070,NEK11,3,131092166,-0.026460112585428994,1.84368552236541e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg14553824,IL22RA2,6,137174246,-0.01990310762059993,1.8441503026220908e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg07226746,NA,12,14089485,-0.06983276230664875,1.8443508060563482e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg05178338,NA,11,92958696,-0.034233875732568746,1.8446112228268102e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg08546406,NA,6,139026267,-0.06396421141164858,1.8446390755936766e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg09503809,KLB,4,39406468,-0.03310926492954415,1.8447755153645716e-4,0.025085231332074354,A1_asthma_vs_nonasthmatic
cg07491444,ARL6IP6,2,152719203,0.01784205420689304,1.8456418202893385e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg18380211,CHD1,5,98911700,-0.04605471290843083,1.8458061522678564e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg25832795,ANKRD5,20,10038362,-0.013753977016302174,1.846037609634755e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg01116373,C4orf19,4,37588972,-0.013579135061380332,1.846079055220942e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg12317669,ARHGAP21,10,24652375,-0.05956692514877779,1.8463177299542224e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg26397166,BCL2,18,63191854,-0.03019886561116408,1.8470551856702202e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg21635197,NA,6,135084670,-0.04546721224591754,1.8470777639069944e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg25155613,NA,18,30359173,-0.025862272411947437,1.8471029771387594e-4,0.02508530146000964,A1_asthma_vs_nonasthmatic
cg16391321,TSGA10,2,99126687,-0.055828998901026314,1.847684923572803e-4,0.025089261817650612,A1_asthma_vs_nonasthmatic
cg27004195,CTNNA2,2,79638959,-0.014466146200017179,1.8480192600138718e-4,0.02508985922355864,A1_asthma_vs_nonasthmatic
cg12499300,POU6F2,7,38977816,-0.04289970997748536,1.8486009601721275e-4,0.02509001486965754,A1_asthma_vs_nonasthmatic
cg19580166,PRKACB,1,84164282,-0.03045227071609225,1.8490037474336703e-4,0.02509001486965754,A1_asthma_vs_nonasthmatic
cg18476582,LOC100130691,2,177335399,-0.059107933302437646,1.849097274523764e-4,0.02509001486965754,A1_asthma_vs_nonasthmatic
cg03339618,WWOX,16,78421255,-0.019151590598617565,1.8491920947338996e-4,0.02509001486965754,A1_asthma_vs_nonasthmatic
cg05003364,NA,11,14414310,-0.06419913734829717,1.8500932958833555e-4,0.025098301755481844,A1_asthma_vs_nonasthmatic
cg11270940,USP38,4,143215821,-0.05112154601021578,1.8510748401215222e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg12778195,NA,16,20941916,-0.024081696404719195,1.8514326646020646e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg12785007,NA,14,56759051,-0.01110851085690971,1.8524287937900555e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg22155405,LOC284441,19,20368371,-0.023236955793245556,1.8525781751177543e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg13231238,GNB4,3,179397501,-0.019346500999498525,1.8528189812156188e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg16715662,CREM,10,35167135,-0.03023568615483449,1.8528526172405447e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg27086466,NA,12,64181185,-0.019261175973800355,1.8528844963482666e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg00246303,NA,10,59435555,-0.05094354176660577,1.8533780015875066e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg24484378,NA,1,111866708,-0.0496951144663676,1.8534212644361587e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
ch.3.81030298R,NA,3,80898457,0.014588479118390408,1.8538517617469765e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg02601252,ZNF354A,5,178711735,-0.027262378121204515,1.853938080225821e-4,0.02510316985119561,A1_asthma_vs_nonasthmatic
cg22260782,DTHD1,4,36283717,-0.019794054180664745,1.8554362043925673e-4,0.025118012673987708,A1_asthma_vs_nonasthmatic
cg03340338,FAM90A1,12,8376090,0.01715350443950538,1.8556155966859713e-4,0.025118012673987708,A1_asthma_vs_nonasthmatic
cg14745195,ARHGAP15,2,144011604,-0.045737923437420516,1.8559973451105218e-4,0.02511924538405556,A1_asthma_vs_nonasthmatic
cg26058161,NA,21,25201131,-0.010393267531870807,1.85718504818471e-4,0.02513128035350042,A1_asthma_vs_nonasthmatic
cg00500145,MTRR,5,7870051,0.030493515944534075,1.8574682187602086e-4,0.02513128035350042,A1_asthma_vs_nonasthmatic
cg13807553,NA,17,2977135,-0.017030234148127755,1.857935286181673e-4,0.025133664580846354,A1_asthma_vs_nonasthmatic
cg04385750,LOC101060019,2,66920469,-0.025434382677448922,1.8583235923780552e-4,0.025134843800902765,A1_asthma_vs_nonasthmatic
cg17325160,PPP1R12B,1,202575850,-0.02309621537630599,1.8591824143638022e-4,0.025134843800902765,A1_asthma_vs_nonasthmatic
cg17150750,NA,7,84674277,-0.06345807495202943,1.8592307115291562e-4,0.025134843800902765,A1_asthma_vs_nonasthmatic
cg24343147,BBOX1,11,27054839,-0.05408816644060331,1.8595098915484106e-4,0.025134843800902765,A1_asthma_vs_nonasthmatic
cg21337411,NA,4,166313188,-0.06100737802641286,1.8596995481293593e-4,0.025134843800902765,A1_asthma_vs_nonasthmatic
cg12227863,OR8H1,11,56291459,-0.06562405078967641,1.8597676249429762e-4,0.025134843800902765,A1_asthma_vs_nonasthmatic
cg05182302,IL7R,5,35863441,0.02255682015092626,1.8601630771693947e-4,0.025136257129977902,A1_asthma_vs_nonasthmatic
cg03707477,METTL14,4,118703508,-0.02005461414695509,1.8606836641266676e-4,0.025138841701868503,A1_asthma_vs_nonasthmatic
cg12092888,HMGCS1,5,43313954,0.01759199971412469,1.860936158995788e-4,0.025138841701868503,A1_asthma_vs_nonasthmatic
cg02266928,NA,23,6978972,-0.04565999074743244,1.8619301299252922e-4,0.02514694479283019,A1_asthma_vs_nonasthmatic
cg14518658,NA,22,37330635,0.03452035170684668,1.8625884436343878e-4,0.02514694479283019,A1_asthma_vs_nonasthmatic
cg00096260,USP48,1,21725219,-0.06255053234584877,1.8626422288912228e-4,0.02514694479283019,A1_asthma_vs_nonasthmatic
cg05095390,TRPC4AP,20,35053013,-0.022854561599972865,1.8627000066991233e-4,0.02514694479283019,A1_asthma_vs_nonasthmatic
cg04065742,PARD3,10,34763442,-0.0551073251304062,1.8630098162630805e-4,0.025147198668281374,A1_asthma_vs_nonasthmatic
cg07124153,NA,7,136842298,-0.058503187077589155,1.8636499847156092e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg03424584,CDK8,13,26396189,-0.047865306363522854,1.8638425414056257e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg00647095,PRICKLE1,12,42459111,-0.012169310411283362,1.8647416678705466e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg04356160,MYO16,13,109197485,-0.010392629064049898,1.865966468313942e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg01229261,CD36,7,80673343,-0.05263181634453755,1.8661324779244612e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg04223078,TET1,10,68693571,-0.018291678787348498,1.866704627727525e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg05092960,NA,16,52075245,-0.01652175070239344,1.8667740348115257e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg10284605,NA,7,17421118,-0.012364526729146955,1.8671564961086302e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg24189112,MCTP1,5,94977892,-0.04417188548121789,1.8673327970951945e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg23142890,NA,14,104399455,-0.012626481468337225,1.8676991386791842e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg00175945,ARHGEF28,5,73898895,-0.04615227892902877,1.8677474449974935e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg09977794,NA,10,44868764,-0.04660223238599228,1.8678042631774404e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg22904133,FAM134A,2,219177729,0.01665269404628926,1.868003816458151e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg04839368,NA,22,27319583,-0.02498944205338655,1.8680484093121336e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg00080489,NAALAD2,11,90162489,-0.06476108011254889,1.8682547115828781e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg13116098,ARHGAP15,2,143649476,-0.04703406499828488,1.868256073702239e-4,0.02514730876327005,A1_asthma_vs_nonasthmatic
cg20683424,KRR1,12,75512993,-0.051867753690418045,1.8700598374593702e-4,0.025163748811276702,A1_asthma_vs_nonasthmatic
cg06442120,CDH18,5,19986255,-0.017482632366675587,1.8710274121237135e-4,0.025169372388300245,A1_asthma_vs_nonasthmatic
cg07650793,DOCK9,13,99025118,-0.03709969752595381,1.871060279006943e-4,0.025169372388300245,A1_asthma_vs_nonasthmatic
cg22949274,SDHD,11,112089197,-0.032945896648471223,1.8718640247671295e-4,0.025175112948611442,A1_asthma_vs_nonasthmatic
cg22986091,AHI1,6,135488361,-0.014661094682697818,1.872069679961131e-4,0.025175112948611442,A1_asthma_vs_nonasthmatic
cg19523639,FBXL17,5,108368091,-0.06960719858612072,1.8726064546487552e-4,0.02517841314762146,A1_asthma_vs_nonasthmatic
cg04412015,CADPS2,7,122327174,-0.031667358822921654,1.8729602299441978e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg00190835,NA,17,62623615,-0.014617171358278676,1.873334229241533e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg05837596,NA,1,101729600,-0.061312733150340026,1.873945543433671e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg24185418,NA,5,92837234,-0.017001220458252846,1.8742383893304436e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg23042230,STAU2,8,73629534,-0.05217997061100279,1.8747157365303033e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg07164007,NA,8,54552941,-0.019472158927363186,1.8750892529622811e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg04538770,TENM2,5,168176873,-0.012373302831487592,1.8752587479945728e-4,0.025178815997467463,A1_asthma_vs_nonasthmatic
cg05743798,LOC101927153,15,93865316,-0.04097120288945897,1.8765016702124921e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg19252043,NA,13,46983125,0.026894853668068666,1.8766759193467253e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg17162767,NA,4,73710214,-0.06437197362425034,1.87694200626448e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg08823287,TM4SF18,3,149332116,-0.014482457029125819,1.877537886293156e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg02174952,NA,2,40735408,-0.04505521942449551,1.8778349937094766e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg10416405,ALOX5,10,45432956,-0.017851960181443357,1.878112367440504e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg00859888,PARD3,10,34506937,-0.016907457389915663,1.8781886942490823e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg21657781,STXBP5-AS1,6,146982743,-0.07004990831271181,1.8785913387689123e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg14139735,TNKS,8,9632269,-0.06558754265719687,1.8786620097157675e-4,0.025189286780758727,A1_asthma_vs_nonasthmatic
cg09257027,LOC105616981,2,167871199,-0.0261502219671634,1.8798637526968112e-4,0.025195349983392047,A1_asthma_vs_nonasthmatic
cg03716592,PPP1R12C,19,55606078,0.010030002736807816,1.8805125221244047e-4,0.025195349983392047,A1_asthma_vs_nonasthmatic
cg23040979,FMR1,23,147943215,-0.054720446641200925,1.880572021969268e-4,0.025195349983392047,A1_asthma_vs_nonasthmatic
cg03646270,RANBP9,6,13667136,-0.05521290092256821,1.8812829520942749e-4,0.025200967689012116,A1_asthma_vs_nonasthmatic
cg15845072,ABCB1,7,87708284,-0.06446756346352488,1.8816267626806958e-4,0.025201185351494473,A1_asthma_vs_nonasthmatic
cg03772636,CPED1,7,121107648,-0.05067539856884784,1.8819679248490364e-4,0.025201185351494473,A1_asthma_vs_nonasthmatic
cg04582365,NA,10,57396086,-0.02167559471312972,1.882174088106552e-4,0.025201185351494473,A1_asthma_vs_nonasthmatic
cg20839257,NA,2,104415008,-0.05654935498031339,1.8826421680612963e-4,0.025203547557157327,A1_asthma_vs_nonasthmatic
cg24987741,PLCL2,3,16932143,-0.014879173624149663,1.883139036545294e-4,0.025206294372811165,A1_asthma_vs_nonasthmatic
cg26801159,NA,3,157811351,-0.018584364348013898,1.8834919428971662e-4,0.025207113666384885,A1_asthma_vs_nonasthmatic
cg11271345,ACTBL2,5,57483999,-0.023100555655022163,1.884038593677354e-4,0.02521052522148456,A1_asthma_vs_nonasthmatic
cg04808200,NA,2,37164884,-0.05328320027914472,1.8864014907047483e-4,0.025238235345958968,A1_asthma_vs_nonasthmatic
cg02252742,ZNF276,16,89720092,0.03737439409303315,1.8877236449398816e-4,0.02524089817429781,A1_asthma_vs_nonasthmatic
cg23679432,DNM1L,12,32683090,-0.03098952586942054,1.8879771338336658e-4,0.02524089817429781,A1_asthma_vs_nonasthmatic
cg17660251,PCOLCE2,3,142830011,-0.047141241417184725,1.8879952128163894e-4,0.02524089817429781,A1_asthma_vs_nonasthmatic
cg27537132,NA,3,31235137,-0.015567725936315011,1.8883916874400474e-4,0.02524089817429781,A1_asthma_vs_nonasthmatic
cg20230340,EXT1,8,118037699,-0.02282545834219338,1.888444262071916e-4,0.02524089817429781,A1_asthma_vs_nonasthmatic
cg24889441,SORL1,11,121440247,0.024159680768222964,1.88864514107483e-4,0.02524089817429781,A1_asthma_vs_nonasthmatic
cg16164898,NA,6,52165934,-0.024275602059925034,1.8892809803881526e-4,0.02524549153802973,A1_asthma_vs_nonasthmatic
cg05876692,MIR761,1,51836574,-0.06006354435777534,1.8897167426107505e-4,0.025246902233943252,A1_asthma_vs_nonasthmatic
cg05504252,NA,3,22861783,-0.0551957421602742,1.8902215138810643e-4,0.025246902233943252,A1_asthma_vs_nonasthmatic
cg14250739,ARPP21,3,35678017,-0.012711406901402928,1.8903333683678014e-4,0.025246902233943252,A1_asthma_vs_nonasthmatic
cg19480697,KCNIP4,4,21766697,-0.059350427971485945,1.891005265604389e-4,0.025246902233943252,A1_asthma_vs_nonasthmatic
cg26279116,NA,12,25276264,-0.048538853107153765,1.8911395004618943e-4,0.025246902233943252,A1_asthma_vs_nonasthmatic
cg08310567,STXBP5,6,147386620,-0.06115008114699014,1.89165861406947e-4,0.025249931644506653,A1_asthma_vs_nonasthmatic
cg18144764,PCDHGB7,5,141416745,-0.06941037587518575,1.8923292374491808e-4,0.025254982165253816,A1_asthma_vs_nonasthmatic
cg00664402,SLC44A5,1,75397443,-0.015600079696963472,1.8930560272260183e-4,0.025260780605920602,A1_asthma_vs_nonasthmatic
cg05435224,NA,18,60252125,-0.04638463315874031,1.893993809907294e-4,0.02526629206416996,A1_asthma_vs_nonasthmatic
cg13456374,NA,7,67608918,-0.02701311127404745,1.894511692725646e-4,0.025268499279090174,A1_asthma_vs_nonasthmatic
cg26415210,RBM25,14,73071469,-0.02652369142116061,1.89547928072411e-4,0.025274982902151938,A1_asthma_vs_nonasthmatic
cg08910792,LOC728730,2,39571147,-0.0676394619932268,1.8955827700317386e-4,0.025274982902151938,A1_asthma_vs_nonasthmatic
cg13063617,BCL2L15,1,113888474,-0.021118644584723442,1.8974850971603403e-4,0.025292874515055536,A1_asthma_vs_nonasthmatic
cg12452952,GULP1,2,188568590,-0.01915477119231381,1.897509992236378e-4,0.025292874515055536,A1_asthma_vs_nonasthmatic
cg03370682,NLGN4X,23,6055110,-0.01490356291961706,1.898609664374905e-4,0.025303629529440208,A1_asthma_vs_nonasthmatic
cg23433249,OR51L1,11,4998731,-0.034164246865126674,1.8992330481037027e-4,0.025308034494755757,A1_asthma_vs_nonasthmatic
cg16034411,NA,5,124949818,-0.044045347806730833,1.8999260464315102e-4,0.02531336560092326,A1_asthma_vs_nonasthmatic
cg00859481,DYNC1I1,7,95771355,-0.05383921674226201,1.9012866668075646e-4,0.025327588649531226,A1_asthma_vs_nonasthmatic
cg12714719,NA,6,43135100,-0.049093997883902146,1.9026854563004944e-4,0.025342315697179173,A1_asthma_vs_nonasthmatic
cg03605164,KCTD8,4,44445059,-0.031428997250477965,1.903315924138508e-4,0.025346806325722608,A1_asthma_vs_nonasthmatic
cg05742564,UBFD1,16,23557387,0.02381708803795163,1.9048051057675712e-4,0.025350568600915495,A1_asthma_vs_nonasthmatic
cg18193378,IL15,4,141660205,-0.02113810831433585,1.9050061296955036e-4,0.025350568600915495,A1_asthma_vs_nonasthmatic
cg08126602,SLC45A2,5,33963102,-0.032546031899230776,1.9052541710871685e-4,0.025350568600915495,A1_asthma_vs_nonasthmatic
cg20620652,SLC35E2,1,1666833,0.02416860040697642,1.905464582367742e-4,0.025350568600915495,A1_asthma_vs_nonasthmatic
cg07857356,PARD3B,2,205298055,-0.015311103430223648,1.9056519412273193e-4,0.025350568600915495,A1_asthma_vs_nonasthmatic
cg14220830,ZNF514,2,95150133,-0.013360815020630759,1.9061548900583037e-4,0.025353356326822583,A1_asthma_vs_nonasthmatic
