probeID,gene,chromosome,position,beta_delta,p_value,FDR,comparison
cg11422446,ELMO1,7,37394413,-0.07975681435489253,1.10195879543338e-5,0.015610817983464692,C1_severe_atopic_vs_rest
cg19210893,PDCL,9,122826943,-0.07091230192024056,1.103998534651686e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg07490273,NA,20,11432574,-0.08287924503784261,1.1143120551801328e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg05977485,MICU1,10,72524611,-0.04923890472614023,1.1160593041102056e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg16153652,TMEM203,9,137206742,-0.04877725500507622,1.1188817847765556e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg08810881,LINC00888,3,183450887,-0.014936066657486103,1.1192798590149427e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg13677289,NA,9,98805366,-0.01512687554377297,1.1221845404882008e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg10055846,NA,8,21670177,-0.07981756266537955,1.1230868019583958e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg25554117,NA,4,152064246,-0.0535684030864457,1.1231341454113136e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg07934591,NA,9,19154871,-0.06646509380253769,1.1237139617354598e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg07328369,NA,9,21413719,0.10640306857292667,1.124108203130714e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg18906596,ANKFY1,17,4248178,-0.06301767334865867,1.124115818333035e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg10891939,MIER3,5,56942549,-0.013078005680611295,1.124535197056054e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg20805961,NA,1,90896084,-0.032577760151803546,1.1254629684310913e-5,0.015611092698164759,C1_severe_atopic_vs_rest
cg08769918,NAA30,14,57405693,-0.024238530604471138,1.1377229247911727e-5,0.01575451610842816,C1_severe_atopic_vs_rest
cg08035836,NA,18,11944947,-0.06558397745636022,1.1396948208897052e-5,0.01575451610842816,C1_severe_atopic_vs_rest
cg02932233,DISC1,1,231986811,-0.04155673933950112,1.1417754700222329e-5,0.01575451610842816,C1_severe_atopic_vs_rest
cg02307266,LINC01531,19,35405576,-0.062740156612953707,1.1430953813662938e-5,0.01575451610842816,C1_severe_atopic_vs_rest
cg09485632,PIK3R1,5,68264316,-0.029868632759003828,1.1504592078923997e-5,0.01583075836653874,C1_severe_atopic_vs_rest
cg09406856,LRIG1,3,66441439,-0.07513599055432149,1.1574549522453515e-5,0.01590170130195111,C1_severe_atopic_vs_rest
cg13557069,THADA,2,43595507,-0.063754489797390193,1.1597509524877061e-5,0.01590795404911359,C1_severe_atopic_vs_rest
cg06207917,TMCC2,1,205255831,-0.04269091483986644,1.1669296659103535e-5,0.015965144905919375,C1_severe_atopic_vs_rest
cg06592575,FECH,18,57583347,-0.054962893102095844,1.1679685703039579e-5,0.015965144905919375,C1_severe_atopic_vs_rest
cg19396390,FOXK1,7,4688111,-0.05255598668524321,1.1696225815775275e-5,0.015965144905919375,C1_severe_atopic_vs_rest
cg03248459,NA,6,15107234,-0.04553584977843732,1.1713103563207495e-5,0.015965144905919375,C1_severe_atopic_vs_rest
cg01047262,STAR,8,38149507,-0.05961783998799153,1.1768157286279742e-5,0.01601492386654049,C1_severe_atopic_vs_rest
cg14176303,SH3BP5-AS1,3,15261861,-0.023421734292678405,1.1795473309474826e-5,0.01602685825680706,C1_severe_atopic_vs_rest
cg16230982,PDE7A,8,65789984,-0.026175859980019027,1.1893231376013937e-5,0.016134316609176132,C1_severe_atopic_vs_rest
cg11238327,RAB11FIP4,17,31510056,-0.09393605984021072,1.193334401776297e-5,0.016163359090341545,C1_severe_atopic_vs_rest
cg16656041,ZHX2,8,122810252,-0.037798539792226964,1.1990766220428355e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg09970941,DCI,16,2252518,-0.027362933120262337,1.1994570463723123e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg03766495,KBTBD4,11,47577508,-0.04407002761318641,1.2008404597278079e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg14926805,TMPRSS4-AS1,11,118061102,0.024999539807238003,1.2033315901427462e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg15421034,EPB41,1,29033210,-0.07184418497351375,1.205015740075621e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg08694835,MIPEP,13,23866476,-0.08850216302003588,1.2058973784957833e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg10330847,NA,3,141312873,-0.01621282163050331,1.2098536006740249e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg26987281,DAPK2,15,64013716,-0.06052654733695833,1.2106241874569719e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg23889015,MECR,1,29202570,-0.04320195560470585,1.2111216564813605e-5,0.016176092761849777,C1_severe_atopic_vs_rest
cg21466096,CLIP1,12,122341397,-0.0386265165552819,1.2161048548178606e-5,0.01621758398920623,C1_severe_atopic_vs_rest
cg08922698,TGFB3,14,75981300,-0.07515238423697157,1.220622820863252e-5,0.016234692459145886,C1_severe_atopic_vs_rest
cg27604999,NA,12,48160464,-0.015136636622774622,1.2211451340093904e-5,0.016234692459145886,C1_severe_atopic_vs_rest
cg01043901,NA,13,42487542,-0.02875968945241316,1.2316495134972328e-5,0.016337004751524525,C1_severe_atopic_vs_rest
cg18182820,ACSL1,4,184791087,-0.046139405609771686,1.2326219343349307e-5,0.016337004751524525,C1_severe_atopic_vs_rest
cg27341747,NA,6,126054670,-0.06379799899494744,1.2404588450920832e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg13793407,DLGAP1,18,3721324,-0.060010482061759705,1.2441840376055931e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg08316097,MIEF1,22,39501660,-0.07045510572635856,1.2443983088717275e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg08710349,COLGALT2,1,183932365,-0.03029512857438917,1.2457879471522727e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg20493175,GATAD2A,19,19488738,-0.07055003445476504,1.246473948316799e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg17907888,URI1,19,29941221,-0.06851418602491428,1.2473905195096378e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg15715852,MSI2,17,57612922,-0.08659768216604583,1.2508659488528047e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg20893283,CTNNBL1,20,37711986,-0.06458061328918392,1.2514869574691068e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg01367852,PLCXD2,3,111712576,-0.07854243607202106,1.2525910322635675e-5,0.016375628528178917,C1_severe_atopic_vs_rest
cg11007667,ZNRF1,16,75062776,-0.06572551732302849,1.257603997047882e-5,0.0163836903870758,C1_severe_atopic_vs_rest
cg18031951,NA,14,22699226,-0.03750720488011671,1.2594186195538215e-5,0.0163836903870758,C1_severe_atopic_vs_rest
cg02756198,NA,12,43339680,-0.0490873935991615,1.2607914009810087e-5,0.0163836903870758,C1_severe_atopic_vs_rest
cg10279452,NA,3,72460071,-0.07189113511523657,1.2727620133432505e-5,0.01651441200232127,C1_severe_atopic_vs_rest
cg05755378,NA,17,59419036,-0.06499657734942244,1.2749802173234377e-5,0.01651839137571939,C1_severe_atopic_vs_rest
cg21577213,NA,1,204388533,-0.06849120200295573,1.282920780067148e-5,0.016596385597853085,C1_severe_atopic_vs_rest
cg09566021,CREBBP,16,3793242,-0.09729425511222697,1.288881230879125e-5,0.016648569408470218,C1_severe_atopic_vs_rest
cg09332506,COPA,1,160339430,-0.047697165492992175,1.2945295363789076e-5,0.016696571461506056,C1_severe_atopic_vs_rest
cg08750078,NA,4,77083235,-0.06235752709402835,1.2974808280185871e-5,0.016709696758478658,C1_severe_atopic_vs_rest
cg03585110,SGMS1,10,50504012,-0.08644083623431434,1.3016197073094148e-5,0.01673805466236377,C1_severe_atopic_vs_rest
cg16394775,RALGPS2,1,178724479,-0.019779873481539992,1.3073589605655393e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg20938555,GEMIN4,17,750368,-0.04066468966117543,1.3074249755373879e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg06839111,SLC12A4,16,67944547,-0.05150225216679164,1.3079015811547602e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg19862344,RHAG,6,49637468,-0.01686379940692849,1.3100624505515943e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg06710259,NA,5,56480014,-0.09080196431464312,1.3125988146749085e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg06562292,TMEM220,17,10628810,-0.028598074152627242,1.314191601508416e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg27442349,SIRT2,19,38898579,-0.0452005046706519,1.317671546590315e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg27550672,MTCL1,18,8720397,-0.06571203579087281,1.3184510615265002e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg17116500,RNF41,12,56206438,-0.036395541382040764,1.3199809391382232e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg01822179,LOC101060091,2,113848945,-0.05921545530950632,1.3214134824652203e-5,0.016743432605561364,C1_severe_atopic_vs_rest
cg15579574,MICAL2,11,12159062,-0.03974556942388697,1.3235456176413372e-5,0.016745894474026305,C1_severe_atopic_vs_rest
cg19212823,NA,23,48083964,-0.038027254450275404,1.3272618865553585e-5,0.01676836277471617,C1_severe_atopic_vs_rest
cg09469170,NA,3,52775926,-0.07624476183548497,1.3354063508915894e-5,0.0168403175403594,C1_severe_atopic_vs_rest
cg18887742,NEK7,1,198188169,-0.04401209162716574,1.3368548395058447e-5,0.0168403175403594,C1_severe_atopic_vs_rest
cg03119748,CAMK1D,10,12629812,-0.06032381073651718,1.341830119709749e-5,0.016878386922960977,C1_severe_atopic_vs_rest
cg07410597,SLC25A26,3,66353705,-0.053286565725812536,1.3490452519102384e-5,0.016944478961173494,C1_severe_atopic_vs_rest
cg14184646,NCK1,3,136899297,-0.03777025896404253,1.3535942717516573e-5,0.016976940451708826,C1_severe_atopic_vs_rest
cg03726490,PLK2,5,58456295,-0.06569557701149197,1.3558275196251573e-5,0.016980305257088678,C1_severe_atopic_vs_rest
cg26011752,PIK3R3,1,46084937,-0.037140466966460145,1.3580292772478106e-5,0.016983266512188858,C1_severe_atopic_vs_rest
cg21306887,NA,22,36884246,-0.03970455045393523,1.3658961725766463e-5,0.017056964007578817,C1_severe_atopic_vs_rest
cg14362073,TBC1D9B,5,179906851,-0.06567721743644281,1.3717440301555716e-5,0.01710527196460314,C1_severe_atopic_vs_rest
cg16214290,DESI1,22,41598244,-0.06115032241611615,1.3758199205999453e-5,0.01713137659980236,C1_severe_atopic_vs_rest
cg12396412,ARHGAP10,4,147814416,-0.04696377775710343,1.3787372279187705e-5,0.01714300047453901,C1_severe_atopic_vs_rest
cg05112948,GALNT7,4,173268285,-0.04941399609141197,1.390209044170335e-5,0.017260803533590278,C1_severe_atopic_vs_rest
cg18025812,NA,6,87932516,-0.020444730543858453,1.3957839350900324e-5,0.017305157519023267,C1_severe_atopic_vs_rest
cg09227882,ARHGDIB,12,14951114,-0.052958388969009326,1.4005528267060989e-5,0.017339405820970325,C1_severe_atopic_vs_rest
cg11262246,DNAJC3,13,95754048,-0.0559891798837371,1.4114092789721882e-5,0.017419703235594355,C1_severe_atopic_vs_rest
cg16812352,ADCY9,16,3999854,-0.019642946678550634,1.4126837945946134e-5,0.017419703235594355,C1_severe_atopic_vs_rest
cg12198633,KLHL24,3,183640879,-0.04655194544605895,1.414306598592565e-5,0.017419703235594355,C1_severe_atopic_vs_rest
cg22221575,PCYT1A,3,196238498,-0.06494173616437583,1.4156646333847411e-5,0.017419703235594355,C1_severe_atopic_vs_rest
cg00498869,MAP3K8,10,30447366,-0.05527825063928072,1.4171177494957868e-5,0.017419703235594355,C1_severe_atopic_vs_rest
cg22292738,NA,9,91163792,-0.05570252405334394,1.4213106980550743e-5,0.017436196528594714,C1_severe_atopic_vs_rest
cg12004076,CD9,12,6235502,-0.07347314028702645,1.4231812375914263e-5,0.017436196528594714,C1_severe_atopic_vs_rest
cg15697091,DYRK1A,21,37413998,-0.05470069973813502,1.4245126724451101e-5,0.017436196528594714,C1_severe_atopic_vs_rest
cg25887788,LINC01359,1,64983364,-0.038647723724900614,1.4375067321137187e-5,0.01755009762602794,C1_severe_atopic_vs_rest
cg18592964,CAST,5,96715772,-0.04304220435444514,1.4378800395332974e-5,0.01755009762602794,C1_severe_atopic_vs_rest
cg17822373,TMEM130,7,98867579,-0.06722374758237924,1.4470587186760376e-5,0.01763721700791728,C1_severe_atopic_vs_rest
cg02979987,USP32,17,60382229,-0.05356460611336747,1.4608518223067662e-5,0.01775879071123713,C1_severe_atopic_vs_rest
cg20178107,NA,7,41874547,-0.08923769051455097,1.4611434326009315e-5,0.01775879071123713,C1_severe_atopic_vs_rest
cg07914457,NR0B2,1,26915362,-0.05205149850300428,1.4642487186708723e-5,0.017759779030834717,C1_severe_atopic_vs_rest
cg22882506,ITPRIP,10,104333960,-0.04569926439929239,1.465335085608221e-5,0.017759779030834717,C1_severe_atopic_vs_rest
cg04481650,RHBDF2,17,76483854,0.10476118470283091,1.4727905570154657e-5,0.017804664185609786,C1_severe_atopic_vs_rest
cg05421366,ZC3H7B,22,41311687,-0.05110626638020748,1.4731592234596455e-5,0.017804664185609786,C1_severe_atopic_vs_rest
cg11543304,SMURF1,7,99131920,-0.04395178960747382,1.4888171811388547e-5,0.017958499105630247,C1_severe_atopic_vs_rest
cg16144395,NA,18,57628686,-0.08723630601012591,1.4900438648220323e-5,0.017958499105630247,C1_severe_atopic_vs_rest
cg13816799,DST,6,56939492,-0.028339480354703874,1.4932384960456065e-5,0.017971936390456866,C1_severe_atopic_vs_rest
cg09012511,LRIG1,3,66439056,-0.07379370250799336,1.4956597141412994e-5,0.017973063773201868,C1_severe_atopic_vs_rest
cg01070907,NA,14,100218096,-0.026132516956021805,1.5001978808494931e-5,0.017973063773201868,C1_severe_atopic_vs_rest
cg10411910,NA,22,36417311,-0.04846536329690652,1.5008717634924588e-5,0.017973063773201868,C1_severe_atopic_vs_rest
cg23434083,NA,12,120532822,-0.06646884317414221,1.5023430945207994e-5,0.017973063773201868,C1_severe_atopic_vs_rest
cg00764582,EP400,12,131980410,-0.05571815721105554,1.5037314162352168e-5,0.017973063773201868,C1_severe_atopic_vs_rest
cg06319505,UBAP1,9,34222186,-0.07308494872676757,1.5073306837324962e-5,0.017991199240453094,C1_severe_atopic_vs_rest
cg17006098,RAB11FIP4,17,31495768,-0.05127782249336343,1.5097533405974958e-5,0.017995260259089756,C1_severe_atopic_vs_rest
cg15301710,PAXBP1,21,32752134,-0.042082036853028554,1.5256345014727002e-5,0.018159505588383428,C1_severe_atopic_vs_rest
cg25949669,NA,10,94611824,-0.032508796805302546,1.5342503252164916e-5,0.018236939298988744,C1_severe_atopic_vs_rest
cg24797501,NA,2,8308181,-0.022424809716938505,1.54429219320133e-5,0.018329846369006784,C1_severe_atopic_vs_rest
cg25828758,PPP2R3A,3,136134234,-0.05360572340162188,1.546308751586057e-5,0.018329846369006784,C1_severe_atopic_vs_rest
cg11825128,PIP4K2A,10,22662950,-0.04989903823347977,1.549008819074152e-5,0.0183366995756242,C1_severe_atopic_vs_rest
cg24512544,EIF2C2,8,140578844,-0.015942600400171883,1.5569994831112958e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg14329961,GPR176,15,39801842,-0.06696306065916079,1.561227791406836e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg19052008,CASC8,8,127404905,0.10302651683408447,1.565035053667246e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg00197649,AAK1,2,69550096,-0.05685860801664171,1.568462521920473e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg01284182,NA,15,39530953,-0.08518455562825072,1.5688543351389448e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg04305653,TBC1D22A,22,46876526,-0.05281355374716471,1.5691038872572424e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg16081786,VCL,10,74026579,-0.03660938476351382,1.5691640063526533e-5,0.018398863153563882,C1_severe_atopic_vs_rest
cg24408573,NISCH,3,52476276,0.08043386787368746,1.5756856373195416e-5,0.018426400492561095,C1_severe_atopic_vs_rest
cg08288503,NA,3,16848362,-0.056105574816959894,1.576636322451668e-5,0.018426400492561095,C1_severe_atopic_vs_rest
cg12576213,ACOT7,1,6314175,-0.0251416982244391,1.5805884672650148e-5,0.018432775778191593,C1_severe_atopic_vs_rest
cg27279839,TMEM181,6,158573477,-0.034688379859364876,1.5865164548228573e-5,0.01847697260738655,C1_severe_atopic_vs_rest
cg15903936,UCP3,11,74003733,-0.03070075432260123,1.5915548958387288e-5,0.018510704526902143,C1_severe_atopic_vs_rest
cg25049766,NA,2,101185356,-0.07219364847078107,1.5988765455397472e-5,0.018570865115339563,C1_severe_atopic_vs_rest
cg14550227,NA,4,31360999,0.04347495432635053,1.608197301245624e-5,0.018654052540483333,C1_severe_atopic_vs_rest
cg15434896,FAM151B,5,79782956,-0.061581395788393535,1.6148607095998227e-5,0.01867456180697578,C1_severe_atopic_vs_rest
cg04277334,RAD51B,14,68289864,-0.04893227947641939,1.6188285372420032e-5,0.01867456180697578,C1_severe_atopic_vs_rest
cg01362115,MAP2K5,15,67782880,-0.027264119943419304,1.619378638525563e-5,0.01867456180697578,C1_severe_atopic_vs_rest
cg17413460,HAL,12,95973524,-0.06585508555643495,1.6208797491533797e-5,0.01867456180697578,C1_severe_atopic_vs_rest
cg13223682,NA,2,174025201,0.10620714755530034,1.6214087897067996e-5,0.01867456180697578,C1_severe_atopic_vs_rest
cg17773047,PPM1A,14,60250784,-0.03513017693508497,1.6229316042824425e-5,0.01867456180697578,C1_severe_atopic_vs_rest
cg23579199,FBXO41,2,73269949,-0.059955757430760134,1.6326153041128347e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg21472642,CHN2,7,29193852,-0.08033407538905508,1.6353542924491437e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg13161726,CHST11,12,104982610,-0.04057388900838093,1.638803491056766e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg11650680,TRERF1,6,42365166,-0.0807478287517767,1.6440800203861484e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg10202165,ATP8B4,15,49877642,-0.05747357467796361,1.6443267621782372e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg03353824,KRTAP29-1,17,41303306,-0.018199256099681618,1.6445313754239877e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg12964770,NA,2,64483072,-0.06605380300451166,1.6493099358007542e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg13922757,EHMT1,9,137719460,-0.012444960722502897,1.649930839279492e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg14331449,COLGALT2,1,183982945,-0.012061458933628144,1.6502589780065032e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg02796279,NA,2,207236610,0.1096077612828641,1.652167135484727e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg01360936,NA,3,133570966,-0.04564760602316476,1.652306879681297e-5,0.018738114103547927,C1_severe_atopic_vs_rest
cg02670522,NFIA,1,61398491,-0.04788945699132865,1.6547541280187795e-5,0.018741272467046977,C1_severe_atopic_vs_rest
cg20345674,CACNA1D,3,53650511,-0.05956688517857839,1.660460896357654e-5,0.018781290634937952,C1_severe_atopic_vs_rest
cg08636638,NA,5,112704677,-0.06469944610774855,1.6689450166569686e-5,0.018852577438354938,C1_severe_atopic_vs_rest
cg02173977,C14orf45,14,74065657,-0.033267944823416586,1.67527691006242e-5,0.018864047129957828,C1_severe_atopic_vs_rest
cg19120053,C22orf34,22,49566942,-0.03862180251833508,1.6755805575422543e-5,0.018864047129957828,C1_severe_atopic_vs_rest
cg14007003,NA,23,25107049,-0.062246257810724584,1.6765092478878264e-5,0.018864047129957828,C1_severe_atopic_vs_rest
cg25795107,NA,4,157012998,-0.036690893023700114,1.686067261750806e-5,0.01889764357241889,C1_severe_atopic_vs_rest
cg14876453,NA,20,4050846,-0.03207848577278893,1.6868520198518215e-5,0.01889764357241889,C1_severe_atopic_vs_rest
cg17078207,NENF,1,212439184,-0.05776135422125805,1.6875790413985152e-5,0.01889764357241889,C1_severe_atopic_vs_rest
cg21611669,NA,10,5305436,-0.024332390840513796,1.689691437840793e-5,0.01889764357241889,C1_severe_atopic_vs_rest
cg18792984,NCR2,6,41334966,-0.03350814085081038,1.6904292857598895e-5,0.01889764357241889,C1_severe_atopic_vs_rest
cg19234801,NA,11,44555991,-0.023283291142988556,1.692980238823574e-5,0.01890170877700089,C1_severe_atopic_vs_rest
cg13298538,NA,12,1650555,-0.06923588663732945,1.6956103894043405e-5,0.01890664657063922,C1_severe_atopic_vs_rest
cg00333617,LDLRAD4,18,13359485,0.06464763037315052,1.7020589255393093e-5,0.018954093100807284,C1_severe_atopic_vs_rest
cg09817523,PXN,12,120247742,-0.01547650071589995,1.7058088302899032e-5,0.018959473934542167,C1_severe_atopic_vs_rest
cg09167779,MCC,5,113230917,-0.04112702700902321,1.7104796557017243e-5,0.018959473934542167,C1_severe_atopic_vs_rest
cg17193100,MECOM,3,169510718,-0.04427157107900127,1.7114714881609715e-5,0.018959473934542167,C1_severe_atopic_vs_rest
cg12864116,NA,19,43686989,-0.0563845383487309,1.7132065015893126e-5,0.018959473934542167,C1_severe_atopic_vs_rest
cg04989619,ANKRD28,3,15817211,-0.04213621638764374,1.7136267449068205e-5,0.018959473934542167,C1_severe_atopic_vs_rest
cg03849286,CLNK,4,10657139,-0.08796530103014188,1.715706104575581e-5,0.018959473934542167,C1_severe_atopic_vs_rest
cg03021910,NA,2,234479620,-0.01882290492255644,1.734148978443647e-5,0.019091200669002453,C1_severe_atopic_vs_rest
cg04751885,NA,21,39014763,0.08919833088205385,1.7343406797841123e-5,0.019091200669002453,C1_severe_atopic_vs_rest
cg16122287,PHF20,20,34364813,-0.05598815093903367,1.7377417123888452e-5,0.019091200669002453,C1_severe_atopic_vs_rest
cg18456722,SMARCAD1,4,94262414,-0.06617423849547925,1.7385106125813046e-5,0.019091200669002453,C1_severe_atopic_vs_rest
cg09696385,SND1,7,127887986,-0.04303237301769557,1.7406338648995787e-5,0.019091200669002453,C1_severe_atopic_vs_rest
cg12232336,NA,12,50935893,-0.06404291107282985,1.740881942895918e-5,0.019091200669002453,C1_severe_atopic_vs_rest
cg08165028,NA,17,78375566,0.026506054675274095,1.7435837783175836e-5,0.019096595807359906,C1_severe_atopic_vs_rest
cg02654940,HMGA1,6,34238623,-0.05466215530328845,1.745904649282141e-5,0.01909781005679064,C1_severe_atopic_vs_rest
cg07124958,TMED10,14,75162741,-0.04724927636521011,1.7564014954051174e-5,0.01913640109807677,C1_severe_atopic_vs_rest
cg04538585,LGR5,12,71441957,-0.05786632778310029,1.7572426555020154e-5,0.01913640109807677,C1_severe_atopic_vs_rest
cg10794399,AFF3,2,100056543,-0.051953462597377945,1.7602231544057164e-5,0.01913640109807677,C1_severe_atopic_vs_rest
cg01576104,ACAT2,6,159775104,-0.021928834948548456,1.760504965905423e-5,0.01913640109807677,C1_severe_atopic_vs_rest
cg05981721,NA,9,113772733,-0.025319714735276548,1.7716346698636357e-5,0.019233186472763827,C1_severe_atopic_vs_rest
cg05288253,ANKRD11,16,89485851,-0.057561937690729856,1.774368657409474e-5,0.019238697917662632,C1_severe_atopic_vs_rest
cg00477633,FZR1,19,3521502,-0.05640642338937245,1.785269508350181e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg02324789,NIN,14,50796481,-0.02652192253970021,1.7863977078500802e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg08440987,NA,11,128609889,-0.05086998589921836,1.7864834950546118e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg13544643,ATXN10,22,45688982,-0.09015327127028784,1.7894109620762654e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg16377886,MIPEP,13,23871205,-0.03628129014206043,1.7949344016650013e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg25348163,GNAQ,9,77987611,-0.05777677731526654,1.7978397788202087e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg07177867,LYSMD2,15,51738549,-0.06969425870952459,1.7992105776543496e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg19430164,LSM12,17,44053409,-0.028617082793032017,1.799490616737271e-5,0.01929321855378097,C1_severe_atopic_vs_rest
cg13012015,NA,2,181118653,-0.06870134145328659,1.8098549628985705e-5,0.019375643503936023,C1_severe_atopic_vs_rest
cg19948936,TOMM34,20,44961459,-0.03483395135916613,1.811662757382996e-5,0.019375643503936023,C1_severe_atopic_vs_rest
cg19086317,C3orf67,3,59046846,-0.024416752845237776,1.8156245108166853e-5,0.01939401177096737,C1_severe_atopic_vs_rest
cg02245534,METRNL,17,83085792,-0.06517419462288149,1.8179111289900005e-5,0.01939446343134527,C1_severe_atopic_vs_rest
cg25643363,CHN2,7,29217438,-0.039399126944880576,1.8322791897170087e-5,0.01952364644084257,C1_severe_atopic_vs_rest
cg00712342,TPM3,1,154178748,-0.054566136969989416,1.8422549083318005e-5,0.019603342893812638,C1_severe_atopic_vs_rest
cg11624439,GFOD1,6,13408657,-0.018293428891747184,1.8456669777028907e-5,0.019603342893812638,C1_severe_atopic_vs_rest
cg03124794,LINC00114,21,40114467,-0.045708550290902955,1.84799952934264e-5,0.019603342893812638,C1_severe_atopic_vs_rest
cg04377912,ERMAP,1,42825170,-0.05876912816640249,1.848888782083212e-5,0.019603342893812638,C1_severe_atopic_vs_rest
cg11051417,TAOK3,12,118188282,-0.0409715752264174,1.8511011721723855e-5,0.019603342893812638,C1_severe_atopic_vs_rest
cg08481694,LOC101928710,17,78627336,-0.06188019539668469,1.86047382632031e-5,0.019668080883175065,C1_severe_atopic_vs_rest
cg05678953,POU1F1,3,87268925,-0.03972706859556572,1.8635585096306088e-5,0.019668080883175065,C1_severe_atopic_vs_rest
cg02236679,WWOX,16,78748580,-0.06155066531729805,1.864042233695042e-5,0.019668080883175065,C1_severe_atopic_vs_rest
cg11233586,RCOR1,14,102697273,-0.05655744472982755,1.8719674317262884e-5,0.019727614634891897,C1_severe_atopic_vs_rest
cg02745091,C22orf46,22,42086047,-0.06621678055713888,1.884589964696784e-5,0.019836445641567058,C1_severe_atopic_vs_rest
cg18955749,NA,3,189944597,-0.09318679728561623,1.889989447624252e-5,0.01984620760738499,C1_severe_atopic_vs_rest
cg25571973,ACVR1B,12,51953374,-0.06263271778298111,1.8918410718556537e-5,0.01984620760738499,C1_severe_atopic_vs_rest
cg25381747,NA,10,113666140,-0.069206291914418,1.8943218636527087e-5,0.01984620760738499,C1_severe_atopic_vs_rest
cg10332597,PPP1R16B,20,38866451,-0.030924674710216732,1.894703857202508e-5,0.01984620760738499,C1_severe_atopic_vs_rest
cg16213842,THADA,2,43293149,-0.040914672904183894,1.9023768546573747e-5,0.019878899524568373,C1_severe_atopic_vs_rest
cg20713761,HVCN1,12,110690200,-0.0445335000754147,1.904036583953021e-5,0.019878899524568373,C1_severe_atopic_vs_rest
cg14390893,VPS33A,12,122244622,-0.07301462624658883,1.9069376116377694e-5,0.019878899524568373,C1_severe_atopic_vs_rest
cg17161933,ANKS6,9,98790651,-0.04306928078329526,1.9078273238705763e-5,0.019878899524568373,C1_severe_atopic_vs_rest
cg24368962,SIK2,11,111700254,-0.04759288681552415,1.9093269014469387e-5,0.019878899524568373,C1_severe_atopic_vs_rest
cg05072179,GPBP1L1,1,45636030,-0.014537143572656045,1.9162518553985745e-5,0.01992699005230312,C1_severe_atopic_vs_rest
